dr_ndrugs,dr_kol,revenue,profit,abc_amount,abc_revenue,abc_profit,xyz
БИКСИТОР 90МГ. №10 ТАБ. П/П/О,4.0,1552.0,294.93000000000006,B,B,A,
БИКСИТОР 90МГ. №30 ТАБ. П/П/О,1.0,1121.0,303.41999999999996,C,B,A,
БИЛОБИЛ ФОРТЕ 80МГ. №60 КАПС. /KRKA/,1.0,1028.84,263.29,C,B,B,
БИНТ Н/СТЕР. 5МХ10СМ №1,1.0,33.0,11.64,C,,,
БИНТ СТЕР. 5МХ10СМ И/У,32.0,873.3,252.92999999999998,A,B,B,Z
БИНТ СТЕР. 5МХ7СМ И/У,1.0,73.0,3.3700000000000045,C,C,,
БИНТ СТЕР. 7МХ14СМ №1 И/У,4.0,150.0,48.8,B,C,C,
БИНТ ТРУБЧ.ЭЛАСТ. Р.3,1.0,15.0,5.83,C,,,
БИНТ ТРУБЧ.ЭЛАСТ. Р.4,5.0,73.5,30.800000000000004,B,C,C,
БИНТ ТРУБЧ.ЭЛАСТ. Р.5,4.0,66.0,24.159999999999997,B,C,C,
БИНТ ТРУБЧ.ЭЛАСТ. Р.6,10.0,250.0,11.29999999999999,A,C,,
БИНТ ЭЛАСТ. ВР 8СМX3М,1.0,129.0,46.25,C,C,C,
БИНТ ЭЛАСТ. ВР 8СМX5М,1.0,208.0,72.09,C,C,C,
БИНТ ЭЛАСТ. СР 10СМХ3М,1.0,184.0,64.22,C,C,C,
БИНТ ЭЛАСТ. СР 10СМХ5М,3.0,890.0,307.77,B,B,A,
БИНТЛИ-М БИНТ ЛИПКИЙ ПРОНИЦАЕМЫЙ 10СМХ2М.,32.0,2971.26,1017.4,A,A,A,Z
БИНТЛИ-Т БИНТ ЛИПКИЙ ПРОНИЦАЕМЫЙ 10СМХ2М.,9.0,851.0,298.94,A,B,A,Z
БИО КОСМЕТОЛОГ КРЕМ Д/ЛИЦА ГИАЛ. НОЧН. АКТИВНОЕ ОМОЛОЖЕНИЕ+ГЛУБОКОЕ УВЛАЖНЕНИЕ 45МЛ. [BIO COSMETOLOG,1.0,84.28,11.519999999999996,C,C,,
"БИОВИТА ВОДА МИНЕРАЛЬНАЯ 1,5Л. Н/ГАЗ. [BIOVITA]",2.0,104.0,29.599999999999994,B,C,C,
"БИОВИТА ВОДА ПИТЬЕВАЯ СТРУКТУР. 0,6Л. Н/ГАЗ. [BIOVITA]",21.0,873.55,326.35,A,B,A,Z
"БИОВИТА ВОДА ПИТЬЕВАЯ СТРУКТУР. 1,5Л. Н/ГАЗ. [BIOVITA]",24.0,1629.0,599.1,A,B,A,
БИОВИТА ВОДА ПИТЬЕВАЯ СТРУКТУР. 5Л. Н/ГАЗ. [BIOVITA],2.0,297.0,98.4,B,C,B,
БИОГАЯ ПРОБИОТИК 5МЛ. КАПЛИ ДЕТСК. ФЛ. ДОЗАТОР,1.0,1086.0,337.64,C,B,A,
БИОДЕРМА СЕНСИБИО ВОДА МИЦЕЛ. ОЧИЩ. 500МЛ. [BIODERMA],1.0,1523.0,68.53999999999996,C,B,C,
БИОИНВЕНТИКА СИРОП БОЯРЫШНИК С ШИПОВНИКОМ 250МЛ. №1 ФЛ.,4.0,421.0,150.60000000000002,B,C,B,
БИОИНВЕНТИКА СИРОП БОЯРЫШНИК+ЧЕРНОПЛ.РЯБИНА 250МЛ. №1 ФЛ.,1.0,129.0,48.14,C,C,C,
БИОИНВЕНТИКА СИРОП ИМБИРНЫЙ ОБЛЕПИХА+ЛИМОН ФРЕШ 250МЛ.,1.0,139.0,39.269999999999996,C,C,C,
БИОИНВЕНТИКА СИРОП ИМБИРНЫЙ ШИПОВНИК+ЛИМОН ФРЕШ 250МЛ.,1.0,132.0,37.72,C,C,C,
БИОИНВЕНТИКА СИРОП ИМБИРНЫЙ+ЛИМОН НА ФРУКТОЗЕ 250МЛ. №1 ФЛ.,9.0,1147.0,371.56,A,B,A,Z
БИОИНВЕНТИКА СИРОП МАЛИНА НА ФРУКТОЗЕ 250МЛ. №1 ФЛ.,1.0,193.0,70.68,C,C,C,
БИОИНВЕНТИКА СИРОП ОБЛЕПИХА НА СОРБИТЕ 250МЛ. №1 ФЛ.,1.0,142.03,47.11,C,C,C,
БИОИНВЕНТИКА СИРОП ЧЕРНИКИ ЭХИНАЦЕЯ+ШИПОВНИК 250МЛ. №1 ФЛ.,1.0,135.0,39.769999999999996,C,C,C,
БИОИНВЕНТИКА СИРОП ЯГОД ДЕТСК. ЧЕРНИКА ВИТАМИНИЗ. 250МЛ.,4.0,497.0,181.89000000000001,B,B,B,
БИОИНВЕНТИКА СИРОП ЯГОД ДЕТСК. ШИПОВНИК+ЧЕРН.СМОРОДИНА ВИТАМИНИЗ. 250МЛ.,3.0,312.0,105.87000000000002,B,C,B,
БИОКОНТУР РЫБИЙ ЖИР 330МГ. №100 КАПС. (РЫБНЫЙ),4.0,162.0,60.5,B,C,C,
БИОКОНТУР РЫБИЙ ЖИР Д/ДЕТЕЙ КЛУБНИКА №100 КАПС. ЖЕВ. (РЫБНЫЙ),1.0,171.84,13.900000000000006,C,C,,
БИОКОНТУР РЫБИЙ ЖИР Д/ДЕТЕЙ МАЛИНА №100 КАПС. ЖЕВ. (РЫБНЫЙ),1.0,172.8,13.900000000000006,C,C,,
БИОКОР ЭХИНАЦЕЯ КОМПЛЕКС 260МГ. №40 ДРАЖЕ,1.0,85.0,13.469999999999999,C,C,,
БИОЛИТ БАДЯГА ФОРТЕ ГЕЛЬ 75МЛ.,1.0,104.0,35.95,C,C,C,
БИОМЕД ЗУБ.ПАСТА СЕНСИТИВ УКРЕПЛ.ЭМАЛИ+СНИЖ.ЧУВСТВИТ. 100МЛ. [SPLAT/BIOMED],1.0,136.0,14.14,C,C,,
БИОМЕД ЗУБ.ЩЕТКА ЧЕРНАЯ СРЕДНЯЯ ДРЕВ.УГОЛЬ [SPLAT/BIOMED],2.0,290.0,101.78,B,C,B,
БИОН 3 1050МГ. №30 ТАБ. /МЕРК/,1.0,1146.0,297.28999999999996,C,B,A,
БИОНВЕНТИКА СИРОП ЧЕРНИКИ ЭХИНАЦЕЯ+ШИПОВНИК 100МЛ. №1 ФЛ.,1.0,100.0,29.650000000000006,C,C,C,
БИОПОКРОВ МИКОЗ ЛАК КОСМЕТ. 6МЛ.+10 ПИЛОК,3.0,2326.0,499.70000000000005,B,A,A,
БИОРЕ ФЛЮИД СОЛНЦЕЗАЩ. СПФ50+ 50МЛ. [BIORE],1.0,1248.0,44.8599999999999,C,B,C,
БИОРЕПАИР ЗУБ.НИТЬ ФЛОСС ПИК ДЕРЖАТЕЛЬ №36 [BIOREPAIR] (БЛАНКС),1.0,809.0,210.20000000000005,C,B,B,
БИОРЕПАИР ЗУБ.ПАСТА ПЛЮС ТОТАЛ ПРОТЕКШН КОМПЛ.ЗАЩИТА 75МЛ. [BIOREPAIR] (БЛАНКС),1.0,974.0,225.20000000000005,C,B,B,
БИОРЕПАИР ЗУБ.ЩЕТКА ИЗОГНУТАЯ Д/КОМПЛ.ЗАЩИТЫ /АРТ.14166/ [BIOREPAIR] (БЛАНКС),1.0,622.0,178.0,C,B,B,
БИОРЕПАИР ЗУБ.ЩЕТКА ИЗОГНУТАЯ Д/ЧУВСТВ.ЗУБОВ /АРТ.14167/ [BIOREPAIR] (БЛАНКС),1.0,410.0,18.5,C,C,C,
БИОТИН ФОРТЕ №60 КАПС.,2.0,760.0,153.57,B,B,B,
БИОТРЕДИН 5МГ+100МГ. №30 ТАБ. ПОДЪЯЗЫЧ.,2.0,342.0,97.95,B,C,B,
"БИОТРУ ЛИНЗЫ ONE DAY 8.6 -1,25 №90 [BIOTRUE]",1.0,3306.92,104.26999999999998,C,A,B,
БИСАКОДИЛ-АЛЬТФАРМ 10МГ. №10 СУПП. РЕКТ. /АЛЬТФАРМ/,2.0,92.0,12.36,B,C,,
БИСАКОДИЛ-НИЖФАРМ 10МГ. №10 СУПП. РЕКТ. /НИЖФАРМ/,7.0,310.0,56.26000000000001,A,C,C,Z
БИСАКОДИЛ-ХЕМОФАРМ 5МГ. №30 ТАБ.КШ/РАСТВ. П/О /ХЕМОФАРМ/,30.0,783.27,144.92,A,B,B,Z
БИСЕПТОЛ 480МГ. №28 ТАБ. /АДАМЕД ФАРМА/,17.0,1684.09,306.7,A,A,A,
"БИСИ БЬЮТИ КЕА БАЛЬЗАМ Д/ГУБ ПИТАТ. ЖОЖОБА+МИНДАЛЬ 4,5Г. [BC BEAUTY CARE]",1.0,106.09,34.36,C,C,C,
БИСИ БЬЮТИ КЕА САЛФЕТКИ ВЛАЖН. А/БАКТ. №20 [BC BEAUTY CARE],11.0,656.0,248.07000000000002,A,B,B,Z
БИСИ БЬЮТИ КЕА САЛФЕТКИ ВЛАЖН. АЛОЭ+ВИТ.Е №20 [BC BEAUTY CARE],6.0,372.0,140.52,A,C,B,
БИСИ БЬЮТИ НОЖНИЦЫ МАНИКЮРНЫЕ Д/НОГТЕЙ И КУТИКУЛ [BC BEAUTY CARE],1.0,246.0,71.00999999999999,C,C,C,
БИСОГАММА 10МГ. №30 ТАБ. П/П/О /ВЕРВАГ/,1.0,215.0,28.120000000000005,C,C,C,
БИСОПРОЛОЛ 10МГ. №30 ТАБ. П/П/О /ВЕРТЕКС/,3.0,503.0,67.40000000000003,B,B,C,
БИСОПРОЛОЛ 10МГ. №50 ТАБ. П/П/О /АТОЛЛ/ОЗОН/,1.0,244.0,16.590000000000003,C,C,C,
БИСОПРОЛОЛ 10МГ. №60 ТАБ. П/П/О /ВЕРТЕКС/,4.0,1200.09,161.6899999999999,B,B,B,
"БИСОПРОЛОЛ 2,5МГ. №30 ТАБ. П/П/О /АТОЛЛ/ОЗОН/",2.0,151.63,24.010000000000005,B,C,C,
"БИСОПРОЛОЛ 2,5МГ. №30 ТАБ. П/П/О /ВЕРТЕКС/",16.0,1500.0,255.71,A,B,B,Z
"БИСОПРОЛОЛ 2,5МГ. №30 ТАБ. П/П/О /ИЗВАРИНО/",1.0,80.0,12.510000000000005,C,C,,
"БИСОПРОЛОЛ 2,5МГ. №60 ТАБ. П/О /ВЕРТЕКС/",82.0,14877.67,2068.370000000001,A,A,A,
БИСОПРОЛОЛ 5МГ. №30 ТАБ. П/П/О /ВЕРТЕКС/,20.0,2043.0,323.26000000000005,A,A,A,Z
БИСОПРОЛОЛ 5МГ. №60 ТАБ. П/П/О /ВЕРТЕКС/,42.0,7220.0,956.91,A,A,A,Z
БИСОПРОЛОЛ КАНОН 5МГ. №60 ТАБ. П/П/О /КАНОН/,1.0,129.0,23.22,C,C,C,
БИСОПРОЛОЛ-АКОС 5МГ. №30 ТАБ. П/П/О /БИОКОМ/,2.0,180.0,30.47999999999999,B,C,C,
БИСОПРОЛОЛ-ВЕЛФАРМ 5МГ. №50 ТАБ. П/П/О /ВЕЛФАРМ/,1.0,195.96,14.26000000000002,C,C,,
БИСОПРОЛОЛ-ТЕВА 5МГ. №30 ТАБ. П/П/О /ТЕВА/,2.0,313.5,51.56,B,C,C,
БИСОПРОЛОЛ-ТЕВА 5МГ. №50 ТАБ. П/П/О /ТЕВА/,1.0,171.0,25.860000000000014,C,C,C,
"БИФИДУМБАКТЕРИН 500МЛН.КОЕ 0,85Г. №10 ПОР. Д/ПРИЕМА ВНУТРЬ И МЕСТ.ПРИМ. ПАК. /ПРОБИОФАРМ/АВАН/",2.0,188.0,22.310000000000002,B,C,C,
"БИФИДУМБАКТЕРИН 500МЛН.КОЕ 0,85Г. №30 ПОР. Д/ПРИЕМА ВНУТРЬ И МЕСТ.ПРИМ. ПАК. /ПРОБИОФАРМ/АВАН/ПАРТНЕ",8.0,2304.13,370.40999999999997,A,A,A,Z
БИФИДУМБАКТЕРИН 5ДОЗ №10 КАПС. /ЭКОПОЛИС/,1.0,82.0,13.469999999999999,C,C,,
БИФИДУМБАКТЕРИН 5ДОЗ №10 ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ И МЕСТ.ПРИМ. ФЛ. /ВИТАФАРМА/,17.0,1677.31,321.28999999999996,A,A,A,Z
БИФИДУМБАКТЕРИН 5ДОЗ №10 ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ И МЕСТ.ПРИМ. ФЛ. /МИКРОГЕН/,7.0,672.0,128.83999999999997,A,B,B,Z
БИФИДУМБАКТЕРИН 5ДОЗ №10 ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ И МЕСТ.ПРИМ. ФЛ. /ЭКОПОЛИС/,17.0,1717.0,286.87,A,A,A,Z
БИФИДУМБАКТЕРИН 5ДОЗ №20 КАПС. /ЭКОПОЛИС/,1.0,212.0,33.47,C,C,C,
БИФИДУМБАКТЕРИН 5ДОЗ №30 КАПС. /ЭКОПОЛИС/,4.0,1116.0,176.7,B,B,B,
БИФИДУМБАКТЕРИН 5ДОЗ №30 ТАБ. ФЛ. /ВИТАФАРМА/,1.0,239.0,44.389999999999986,C,C,C,
БИФИДУМБАКТЕРИН №10 СУПП. РЕКТ./ВАГИН. /ВИТАФАРМА/,3.0,300.0,56.45,B,C,C,
БИФИДУМБАКТЕРИН №10 СУПП. РЕКТ./ВАГИН. /ЛАНАФАРМ/,1.0,109.0,12.709999999999994,C,C,,
БИФИДУМБАКТЕРИН-1000 300МГ. №30 ТАБ. /ЭККО ПЛЮС/,3.0,492.0,108.84,B,B,B,
БИФИДУМБАКТЕРИН-1000 300МГ. №60 ТАБ. /ЭККО ПЛЮС/,1.0,213.4,15.050000000000011,C,C,,
БИФИФОРМ №30 КАПС. КШ/РАСТВ.,11.0,7520.0,1080.15,A,A,A,Z
БИФИФОРМ №40 КАПС. КШ/РАСТВ.,2.0,1807.0,227.27999999999997,B,A,B,
БИФИЦИН СИНБИОТИК №10 КАПС.,5.0,2099.0,652.25,B,A,A,
"БИЦИЛЛИН-5 1,2МЛН.ЕД+300ТЫС.ЕД 10МЛ. №1 ПОР. Д/СУСП. Д/В/М ФЛ. /СИНТЕЗ/ 1500000ЕД",5.0,702.0,162.28000000000003,B,B,B,
БЛАГОМАКС КАЛЬЦИЙ Д3+ВИТ.С 660МГ. №90 КАПС.,1.0,300.0,13.5,C,C,,
БЛАГОМАКС СПОРТ ВИТАМИННО-МИНЕР. КОМПЛЕКС 530МГ. №60 КАПС.,1.0,344.25,24.560000000000002,C,C,C,
БЛАГОМИН ВИТАМИН D3 500МЕ №60 КАПС.,1.0,315.35,22.180000000000007,C,C,C,
БЛАГОМИН ВИТАМИН В12 200МГ. №90 КАПС.,1.0,325.0,14.620000000000005,C,C,,
БЛАГОМИН ВИТАМИН В9 200МГ. №90 КАПС.,1.0,284.99,12.829999999999984,C,C,,
БЛАГОМИН ВИТАМИН Н 250МГ. №90 КАПС.,3.0,1003.44,52.08000000000004,B,B,C,
БЛЕМАРЕН №80 ШИП.ТАБ.,1.0,1600.0,320.6099999999999,C,B,A,
БЛЕФАРОГЕЛЬ-1 15МЛ. ГЕЛЬ Д/ВЕК ФЛ.,2.0,600.4300000000001,89.45000000000002,B,B,C,
БЛЕФАРОГЕЛЬ-2 15МЛ. ГЕЛЬ Д/ВЕК ФЛ.,2.0,583.0,147.03,B,B,B,
БЛЕФАРОЛОСЬОН ЛОСЬОН КОСМЕТ. Д/ВЕК 15МЛ. ФЛ.,6.0,1273.0,260.2,A,B,B,
БЛОГИР-3 5МГ. №10 ТАБ.ДИСПЕРГ.,4.0,1412.0,364.19000000000005,B,B,A,X
БЛОГИР-3 5МГ. №30 ТАБ.ДИСПЕРГ.,1.0,528.0,122.04000000000002,C,B,B,
"БОБОТИК 66,66МГ/МЛ. 30МЛ. КАПЛИ Д/ПРИЕМА ВНУТРЬ ФЛ./КАП.",2.0,810.0,184.28999999999996,B,B,B,
БОБС ЛЕДЕНЦЫ Д/ГОРЛА 35Г. ЭКСТРА МЕНТОЛ №10,3.0,120.0,45.64,B,C,C,
БОБС ЛЕДЕНЦЫ ОТ КАШЛЯ МАЛИНОВЫЙ ЧАЙ 35Г.(№10),1.0,34.0,13.23,C,,,
БОБС ЛЕДЕНЦЫ ОТ КАШЛЯ МЕД+ЛИМОН 35Г.(№10),8.0,260.0,99.36999999999999,A,C,B,Z
БОБС ЛЕДЕНЦЫ ОТ КАШЛЯ МЯТА+ЭВКАЛИПТ 35Г.(№10),3.0,105.0,41.22,B,C,C,
БОМ-БЕНГЕ 25Г. №1 МАЗЬ Д/НАРУЖ.ПРИМ. БАНКА /САМАРАМЕДПРОМ/,8.0,339.0,58.26,A,C,C,
БОМ-БЕНГЕ 25Г. №1 МАЗЬ Д/НАРУЖ.ПРИМ. БАНКА /ТУЛЬСКАЯ ФФ/,2.0,79.0,23.970000000000002,B,C,C,
БОМ-БЕНГЕ 25Г. №1 МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА /САМАРАМЕДПРОМ/,2.0,83.0,29.22,B,C,C,
БОНА МЕНТЕ ВАТ. ПАЛОЧКИ №200 [BONA MENTE],2.0,203.0,65.5,B,C,C,
БОНА МЕНТЕ КРЕМ ДЕТСКИЙ МАСЛО МИНДАЛЯ+ЭКСТРАКТ РОМАШКИ 50МЛ. [BONA MENTE],1.0,91.0,34.0,C,C,C,
БОНА МЕНТЕ САЛФЕТКИ ВЛАЖ. А/БАК. №10 [BONA MENTE],7.0,217.68,78.68,A,C,C,Z
БОНА МЕНТЕ САЛФЕТКИ ВЛАЖ. А/БАК. №60 [BONA MENTE],2.0,218.0,78.0,B,C,C,
БОНА МЕНТЕ САЛФЕТКИ ВЛАЖНЫЕ А/СЕПТИЧ. №20 [BONA MENTE],6.0,306.55,96.55,A,C,B,Z
БОНА МЕНТЕ САЛФЕТКИ МАРЛ. 2-Х СЛ. СТЕР. 16Х14СМ. №10 [BONA MENTE],10.0,380.0,130.0,A,C,B,
"БОНА МЕНТЕ ШПРИЦ 2МЛ. 3-Х КОМП. 0,63Х32ММ 23G №1 [BONA MENTE]",121.0,1815.0,653.4,A,A,A,Z
"БОНА МЕНТЕ ШПРИЦ 3МЛ. 3-Х КОМП. 0,63Х32ММ 23G №1 [BONA MENTE]",120.0,1800.0,660.0,A,A,A,
"БОНА МЕНТЕ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х38ММ 22G №1 [BONA MENTE]",207.0,3476.0,1248.68,A,A,A,
БОНА МЕНТЕ! ВАТА ХИР. Н/СТЕР. ХЛОПК. 50Г. [BONA MENTE!],1.0,39.0,15.0,C,,,
БОНА МЕНТЕ! ВАТА ХИР. СТЕР. ХЛОПК. 100Г. [BONA MENTE!],1.0,87.0,25.200000000000003,C,C,C,
БОНА МЕНТЕ! ВАТА ХИР. СТЕР. ХЛОПК. 50Г. [BONA MENTE!],1.0,52.0,18.39,C,C,C,
БОНА МЕНТЕЛЬ БИНТ ЭЛАСТ. КОМПРЕС. СР 3МХ8СМ ЗАСТЕЖКА [BONA MENTEL],2.0,435.0,117.0,B,C,B,
"БОРЖОМИ ВОДА МИНЕР. ГАЗ. 0,5Л. СТЕКЛО",59.0,7911.0,2676.06,A,A,A,Z
БОРНАЯ К-ТА 10Г. ДЕЗ.СР-ВО ПОР. (НДС 20%),271.0,5083.75,1905.99,A,A,A,Z
БОРНАЯ К-ТА 10Г. ДЕЗ.СР-ВО ПОР. /ТРОИЦКИЙ/,4.0,301.76,42.95999999999998,B,C,C,
БОРНАЯ К-ТА 10Г. КОСМЕТ. ПОР. /МЕЛИГЕН/,19.0,412.0,150.1,A,C,B,
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ.,4.0,493.0,118.41,B,B,B,
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ. /RENEWAL/,1.0,104.0,31.28,C,C,C,
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ. /ГИППОКРАТ/,25.0,721.0,251.54,A,B,B,Z
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ. /ИВАНОВСКАЯ ФФ/,6.0,214.04,72.71000000000001,A,C,C,
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ. /КИРОВСКАЯ ФФ/,2.0,92.0,33.92,B,C,C,
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ. /ТУЛЬСКАЯ ФФ/,36.0,1046.08,356.12,A,B,A,
БОРНАЯ К-ТА 3% 25МЛ. СПИРТ. Р-Р Д/МЕСТ.ПРИМ. ФЛ. /ФЛОРА КАВКАЗА/,11.0,304.0,109.9,A,C,B,
БОРНИЦИЯ БОРНАЯ К-ТА 20Г. СР-ВО ДЕЗИНФ.,18.0,631.35,224.73,A,B,B,Z
БОРНИЦИЯ БОРНАЯ К-ТА 30Г. СР-ВО ДЕЗИНФ.,29.0,1503.0,558.8400000000001,A,B,A,Z
БОРО ПЛЮС КРЕМ А/СЕПТИЧ. 25Г. ЗЕЛ. ТРАВЫ [BORO PLUS],2.0,222.0,81.76,B,C,C,
БОРО ПЛЮС КРЕМ А/СЕПТИЧ. 25Г. РОЗ/СИРЕН. РЕГУЛЯР. [BORO PLUS],1.0,109.0,37.86,C,C,C,
БОРО ПЛЮС КРЕМ А/СЕПТИЧ. 50Г. ЗЕЛ. ТРАВЫ [BORO PLUS],17.0,2784.2,660.1199999999999,A,A,A,Z
БОРО ПЛЮС КРЕМ А/СЕПТИЧ. 50Г. РОЗ/СИРЕН. РЕГУЛЯР. [BORO PLUS],7.0,1048.0,258.15,A,B,B,Z
БОРО ПЛЮС КРЕМ Б/ЗАПАХА 25Г. [BORO PLUS],1.0,120.0,38.870000000000005,C,C,C,
БОРО ПЛЮС КРЕМ Б/ЗАПАХА 50Г. [BORO PLUS],4.0,734.0,252.72,B,B,B,X
БОРОВАЯ МАТКА (ОРТИЛИЯ) 30Г. /ЭВАЛАР/ (БАД),1.0,266.0,97.00999999999999,C,C,B,
БОТАНИКАЛ АРТ АРОМА-ШАМПУНЬ ГЛАДКОСТЬ+ЭЛАСТ. 350МЛ. ВЕРБЕНА+ЧАЙН.ДЕРЕВО+АВОКАДО [BOTANICAL] /ЭЛЬФАРМ,1.0,205.0,71.47999999999999,C,C,C,
БОЯРЫШНИКА НАСТОЙКА 25МЛ. ФЛ. /ГИППОКРАТ/,33.0,1403.0,462.37,A,B,A,Z
БОЯРЫШНИКА НАСТОЙКА 25МЛ. ФЛ. /ИВАНОВСКАЯ ФФ/,65.0,2412.84,776.2900000000001,A,A,A,Z
БОЯРЫШНИКА НАСТОЙКА 25МЛ. ФЛ. /МОСФАРМА/,2.0,101.06,25.36,B,C,C,
БОЯРЫШНИКА НАСТОЙКА 25МЛ. ФЛ. /ТВЕРСКАЯ ФФ/,4.0,212.0,69.16,B,C,C,
БОЯРЫШНИКА НАСТОЙКА 25МЛ. ФЛ. /ФЛОРА КАВКАЗА/,100.0,4089.58,1416.27,A,A,A,Z
БОЯРЫШНИКА ПЛОДЫ 3Г. №20 ПАК. /КРАСНОГОРСК/,1.0,87.0,22.03,C,C,C,
БРАВАДИН 5МГ. №56 ТАБ. П/П/О /KRKA/,4.0,3484.0,197.26,B,A,B,
БРАЛ 500МГ. №10 ТАБ.,1.0,73.0,23.799999999999997,C,C,C,
БРАЛ 500МГ. №20 ТАБ.,9.0,1156.1399999999999,194.56,A,B,B,Z
БРИЛИНТА 90МГ. №56 ТАБ. П/П/О /АСТРА ЗЕНЕКА/,1.0,4924.0,313.6400000000003,C,A,A,
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 10МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. С ЛОПАТКОЙ ФЛ. /RENEWAL/,20.0,2085.12,576.48,A,A,A,Z
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 10МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /САМАРАМЕДПРОМ/,14.0,233.0,79.69,A,C,C,Z
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 10МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ./ПОМАЗОК /МОСФАРМА/,22.0,597.0,219.63000000000002,A,B,B,
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 10МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ./ПОМАЗОК /САМАРАМЕДПРОМ/,7.0,259.0,96.11,A,C,C,
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 25МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /ИВАНОВСКАЯ ФФ/,22.0,604.0,201.18000000000004,A,B,B,Z
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 25МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /САМАРАМЕДПРОМ/ЖЕНЕЛ/,14.0,341.0,122.42,A,C,B,
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 25МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /ТУЛЬСКАЯ ФФ /,3.0,126.98,38.87,B,C,C,
БРИЛЛИАНТОВЫЙ ЗЕЛЕН 1% 25МЛ. №1 СПИРТ. Р-Р Д/НАРУЖ.ПРИМ. ФЛ. /ФЛОРА КАВКАЗА/,4.0,164.0,55.519999999999996,B,C,C,
"БРИНАРГА 1%+0,5% 5МЛ. №1 ГЛ.КАПЛИ ФЛ.",2.0,1713.0,239.92999999999995,B,A,B,
"БРОКСИНАК 0,09% 2,5МЛ. №1 ГЛ.КАПЛИ ФЛ.",13.0,9343.96,1855.1299999999997,A,A,A,Z
БРОМГЕКСИН 4 БЕРЛИН-ХЕМИ 4МГ/5МЛ. 60МЛ. Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ.,12.0,3463.7799999999997,907.73,A,A,A,Z
БРОМГЕКСИН 4МГ/5МЛ. 100МЛ. АБРИКОС СИРОП ФЛ. /ФАРМСТАНДАРТ/,1.0,141.42000000000002,22.0,C,C,C,
БРОМГЕКСИН 4МГ/5МЛ. 60МЛ. Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. /ТУЛЬСКАЯ ФФ/,2.0,272.8,66.48,B,C,C,
БРОМГЕКСИН 8 БЕРЛИН-ХЕМИ 8МГ. №25 ТАБ. П/О /БЕРЛИН ХЕМИ/,41.0,7630.26,1908.73,A,A,A,
БРОМГЕКСИН 8МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,7.0,321.0,112.64,A,C,B,
БРОМГЕКСИН 8МГ. №50 ТАБ. /МЕДИСОРБ/,1.0,53.0,16.6,C,C,C,
БРОМГЕКСИН РЕНЕВАЛ 8МГ. №28 ТАБ. /ОБНОВЛЕНИЕ/,3.0,406.0,115.86,B,C,B,
БРОМГЕКСИН-АКРИХИН 4МГ. №50 ТАБ.,2.0,280.0,79.15,B,C,C,
БРОНХИКУМ С №20 ПАСТИЛКИ,4.0,1215.0,306.54999999999995,B,B,A,
БРОНХИПРЕТ 100МЛ. СИРОП ФЛ.,4.0,2063.56,461.73,B,A,A,
БРОНХИПРЕТ 50МЛ. СИРОП ФЛ.,1.0,294.0,73.59,C,C,C,
БРОНХИПРЕТ ТП №20 ТАБ. П/О,2.0,1242.0,272.91,B,B,B,
БРОНХО-МУНАЛ 7МГ. №10 КАПС.,6.0,4206.3,957.29,A,A,A,Z
БРОНХО-МУНАЛ 7МГ. №30 КАПС.,0.333333,571.999428,106.999893,C,B,B,
